created_at,user_id_str,full_text,cleaned,casefolded,normalized,tokens,tokens_clean,stemmed
Wed Oct 29 04:49:11 +0000 2025,973445762909487104,Kalau di 1 pom saja mungkin ada oknum tp kalau banyak pom ya bisa jadi struktural karena dari QC dan pengawasannya udah bobrok. Itupun kalau memang karena qualitas bbm nya yang jelek. Tp kan kemari batas campuran etanol yang diperbolehkan sepertinya sampai 20%. Ckuuuuaaaakkkkks,Kalau di pom saja mungkin ada oknum tp kalau banyak pom ya bisa jadi struktural karena dari QC dan pengawasannya udah bobrok Itupun kalau memang karena qualitas bbm nya yang jelek Tp kan kemari batas campuran etanol yang diperbolehkan sepertinya sampai Ckuuuuaaaakkkkks,kalau di pom saja mungkin ada oknum tp kalau banyak pom ya bisa jadi struktural karena dari qc dan pengawasannya udah bobrok itupun kalau memang karena qualitas bbm nya yang jelek tp kan kemari batas campuran etanol yang diperbolehkan sepertinya sampai ckuuuuaaaakkkkks,kalau di pom saja mungkin ada oknum tapi kalau banyak pom ya bisa jadi struktural karena dari qc dan pengawasannya udah bobrok itupun kalau memang karena qualitas bbm nya yang jelek tapi kan kemari batas campuran etanol yang diperbolehkan sepertinya sampai ckuuuuaaaakkkkks,"['kalau', 'di', 'pom', 'saja', 'mungkin', 'ada', 'oknum', 'tapi', 'kalau', 'banyak', 'pom', 'ya', 'bisa', 'jadi', 'struktural', 'karena', 'dari', 'qc', 'dan', 'pengawasannya', 'udah', 'bobrok', 'itupun', 'kalau', 'memang', 'karena', 'qualitas', 'bbm', 'nya', 'yang', 'jelek', 'tapi', 'kan', 'kemari', 'batas', 'campuran', 'etanol', 'yang', 'diperbolehkan', 'sepertinya', 'sampai', 'ckuuuuaaaakkkkks']","['pom', 'oknum', 'pom', 'struktural', 'pengawasannya', 'udah', 'bobrok', 'itupun', 'qualitas', 'bbm', 'nya', 'jelek', 'kemari', 'batas', 'campuran', 'etanol', 'diperbolehkan', 'ckuuuuaaaakkkkks']","['pom', 'oknum', 'pom', 'struktural', 'awas', 'udah', 'bobrok', 'itu', 'qualitas', 'bbm', 'nya', 'jelek', 'kemari', 'batas', 'campur', 'etanol', 'boleh', 'ckuuuuaaaakkkkks']"
Wed Oct 29 04:48:18 +0000 2025,1720665183188922368,@empu_gindrang @jing_haoo @sbyfess Rek investigasi Pertamina kanggo nemokake akar masalah sing bener ora mung campuran etanol sing standar (Pertalite wis 5% bioetanol wiwit 2022). Bisa amarga distribusi penyimpanan utawa kontaminasi ing SPBU. Dadi yaiku tanggung jawab ngatur kualitas BBM sing aman kanggo,Rek investigasi Pertamina kanggo nemokake akar masalah sing bener ora mung campuran etanol sing standar Pertalite wis bioetanol wiwit Bisa amarga distribusi penyimpanan utawa kontaminasi ing SPBU Dadi yaiku tanggung jawab ngatur kualitas BBM sing aman kanggo,rek investigasi pertamina kanggo nemokake akar masalah sing bener ora mung campuran etanol sing standar pertalite wis bioetanol wiwit bisa amarga distribusi penyimpanan utawa kontaminasi ing spbu dadi yaiku tanggung jawab ngatur kualitas bbm sing aman kanggo,rek investigasi pertamina kanggo nemokake akar masalah sing bener ora mung campuran etanol sing standar pertalite wis bioetanol wiwit bisa amarga distribusi penyimpanan utawa kontaminasi ing spbu dadi yaiku tanggung jawab ngatur kualitas bbm sing aman kanggo,"['rek', 'investigasi', 'pertamina', 'kanggo', 'nemokake', 'akar', 'masalah', 'sing', 'bener', 'ora', 'mung', 'campuran', 'etanol', 'sing', 'standar', 'pertalite', 'wis', 'bioetanol', 'wiwit', 'bisa', 'amarga', 'distribusi', 'penyimpanan', 'utawa', 'kontaminasi', 'ing', 'spbu', 'dadi', 'yaiku', 'tanggung', 'jawab', 'ngatur', 'kualitas', 'bbm', 'sing', 'aman', 'kanggo']","['rek', 'investigasi', 'pertamina', 'kanggo', 'nemokake', 'akar', 'sing', 'bener', 'ora', 'mung', 'campuran', 'etanol', 'sing', 'standar', 'pertalite', 'wis', 'bioetanol', 'wiwit', 'amarga', 'distribusi', 'penyimpanan', 'utawa', 'kontaminasi', 'ing', 'spbu', 'dadi', 'yaiku', 'tanggung', 'ngatur', 'kualitas', 'bbm', 'sing', 'aman', 'kanggo']","['rek', 'investigasi', 'pertamina', 'kanggo', 'nemokake', 'akar', 'sing', 'bener', 'ora', 'mung', 'campur', 'etanol', 'sing', 'standar', 'pertalite', 'wis', 'bioetanol', 'wiwit', 'amarga', 'distribusi', 'simpan', 'utawa', 'kontaminasi', 'ing', 'spbu', 'dadi', 'yaiku', 'tanggung', 'ngatur', 'kualitas', 'bbm', 'sing', 'aman', 'kanggo']"
Wed Oct 29 04:46:08 +0000 2025,1450395130792329223,Investor Global Ramai-Ramai Lirik RI! BBM Campur Etanol 10% Jadi Daya Tarik Baru https://t.co/9C8oNuMZ60 https://t.co/8btkQxXwTR,Investor Global Ramai Ramai Lirik RI BBM Campur Etanol Jadi Daya Tarik Baru,investor global ramai ramai lirik ri bbm campur etanol jadi daya tarik baru,investor global ramai ramai lirik ri bbm campur etanol jadi daya tarik baru,"['investor', 'global', 'ramai', 'ramai', 'lirik', 'ri', 'bbm', 'campur', 'etanol', 'jadi', 'daya', 'tarik', 'baru']","['investor', 'global', 'ramai', 'ramai', 'lirik', 'bbm', 'campur', 'etanol', 'daya', 'tarik']","['investor', 'global', 'ramai', 'ramai', 'lirik', 'bbm', 'campur', 'etanol', 'daya', 'tarik']"
Wed Oct 29 04:45:12 +0000 2025,1720665183188922368,@empu_gindrang @jing_haoo @sbyfess Rek akhir-akhir iki akeh keluhan motor brebet lan mogok ing Jatim sawise isi Pertalite. Diduga amarga kualitas BBM sing terganggu mungkin campuran etanol utawa kontaminasi liyane. Pertamina lagi investigasi lan uji lab sampel. Saranku ganti Pertamax sementara lan cek bengkel.,Rek akhir akhir iki akeh keluhan motor brebet lan mogok ing Jatim sawise isi Pertalite Diduga amarga kualitas BBM sing terganggu mungkin campuran etanol utawa kontaminasi liyane Pertamina lagi investigasi lan uji lab sampel Saranku ganti Pertamax sementara lan cek bengkel,rek akhir akhir iki akeh keluhan motor brebet lan mogok ing jatim sawise isi pertalite diduga amarga kualitas bbm sing terganggu mungkin campuran etanol utawa kontaminasi liyane pertamina lagi investigasi lan uji lab sampel saranku ganti pertamax sementara lan cek bengkel,rek akhir akhir iki akeh keluhan motor brebet lan mogok ing jatim sawise isi pertalite diduga amarga kualitas bbm sing terganggu mungkin campuran etanol utawa kontaminasi liyane pertamina lagi investigasi lan uji lab sampel saranku ganti pertamax sementara lan cek bengkel,"['rek', 'akhir', 'akhir', 'iki', 'akeh', 'keluhan', 'motor', 'brebet', 'lan', 'mogok', 'ing', 'jatim', 'sawise', 'isi', 'pertalite', 'diduga', 'amarga', 'kualitas', 'bbm', 'sing', 'terganggu', 'mungkin', 'campuran', 'etanol', 'utawa', 'kontaminasi', 'liyane', 'pertamina', 'lagi', 'investigasi', 'lan', 'uji', 'lab', 'sampel', 'saranku', 'ganti', 'pertamax', 'sementara', 'lan', 'cek', 'bengkel']","['rek', 'iki', 'akeh', 'keluhan', 'motor', 'brebet', 'lan', 'mogok', 'ing', 'jatim', 'sawise', 'isi', 'pertalite', 'diduga', 'amarga', 'kualitas', 'bbm', 'sing', 'terganggu', 'campuran', 'etanol', 'utawa', 'kontaminasi', 'liyane', 'pertamina', 'investigasi', 'lan', 'uji', 'lab', 'sampel', 'saranku', 'ganti', 'pertamax', 'lan', 'cek', 'bengkel']","['rek', 'iki', 'akeh', 'keluh', 'motor', 'brebet', 'lan', 'mogok', 'ing', 'jatim', 'sawise', 'isi', 'pertalite', 'duga', 'amarga', 'kualitas', 'bbm', 'sing', 'ganggu', 'campur', 'etanol', 'utawa', 'kontaminasi', 'liyane', 'pertamina', 'investigasi', 'lan', 'uji', 'lab', 'sampel', 'saran', 'ganti', 'pertamax', 'lan', 'cek', 'bengkel']"
Wed Oct 29 04:16:42 +0000 2025,1836306645212893188,@kompascom BBM + etanol = brebet lol,BBM etanol brebet lol,bbm etanol brebet lol,bbm etanol brebet,"['bbm', 'etanol', 'brebet']","['bbm', 'etanol', 'brebet']","['bbm', 'etanol', 'brebet']"
Wed Oct 29 04:09:09 +0000 2025,1836306645212893188,Tgl 29 Oktober Selamat Hari Brebet Nasional Jdi suatu pertanyaan ketika BBM dicampur Etanol itu pasti misah hrs ada campuran ketiga tuk menyatukan cinta mrk berdua Apakah Pertamina tdk ada juru kunci supaya ada solusi Nanti rakyat teriak kayak kmrn pada kabur lg https://t.co/BgHCCOkjHD,Tgl Oktober Selamat Hari Brebet Nasional Jdi suatu pertanyaan ketika BBM dicampur Etanol itu pasti misah hrs ada campuran ketiga tuk menyatukan cinta mrk berdua Apakah Pertamina tdk ada juru kunci supaya ada solusi Nanti rakyat teriak kayak kmrn pada kabur lg,tgl oktober selamat hari brebet nasional jdi suatu pertanyaan ketika bbm dicampur etanol itu pasti misah hrs ada campuran ketiga tuk menyatukan cinta mrk berdua apakah pertamina tdk ada juru kunci supaya ada solusi nanti rakyat teriak kayak kmrn pada kabur lg,tgl oktober selamat hari brebet nasional jdi suatu pertanyaan ketika bbm dicampur etanol itu pasti misah hrs ada campuran ketiga tuk menyatukan cinta mrk berdua apakah pertamina tidak ada juru kunci supaya ada solusi nanti rakyat teriak seperti kmrn pada kabur lg,"['tgl', 'oktober', 'selamat', 'hari', 'brebet', 'nasional', 'jdi', 'suatu', 'pertanyaan', 'ketika', 'bbm', 'dicampur', 'etanol', 'itu', 'pasti', 'misah', 'hrs', 'ada', 'campuran', 'ketiga', 'tuk', 'menyatukan', 'cinta', 'mrk', 'berdua', 'apakah', 'pertamina', 'tidak', 'ada', 'juru', 'kunci', 'supaya', 'ada', 'solusi', 'nanti', 'rakyat', 'teriak', 'seperti', 'kmrn', 'pada', 'kabur', 'lg']","['tgl', 'oktober', 'selamat', 'brebet', 'nasional', 'jdi', 'bbm', 'dicampur', 'etanol', 'misah', 'hrs', 'campuran', 'ketiga', 'tuk', 'menyatukan', 'cinta', 'mrk', 'berdua', 'pertamina', 'juru', 'kunci', 'solusi', 'rakyat', 'teriak', 'kmrn', 'kabur']","['tgl', 'oktober', 'selamat', 'brebet', 'nasional', 'jdi', 'bbm', 'campur', 'etanol', 'misah', 'hrs', 'campur', 'tiga', 'tuk', 'satu', 'cinta', 'mrk', 'dua', 'pertamina', 'juru', 'kunci', 'solusi', 'rakyat', 'teriak', 'kmrn', 'kabur']"
Wed Oct 29 03:50:30 +0000 2025,1720665183188922368,@GoodmanRich24 @Bambangmulyonoo Campuran etanol 10% (E10) di Pertalite mulai 2026 bertujuan kurangi impor BBM dorong produksi bioetanol lokal dari tebu dan tekan emisi karbon sesuai riset global seperti di AS/Brasil yang sukses terapkan E10 tanpa ganggu mesin modern (post-2000). Kekurangan utama: kandungan,Campuran etanol E di Pertalite mulai bertujuan kurangi impor BBM dorong produksi bioetanol lokal dari tebu dan tekan emisi karbon sesuai riset global seperti di AS Brasil yang sukses terapkan E tanpa ganggu mesin modern post Kekurangan utama kandungan,campuran etanol e di pertalite mulai bertujuan kurangi impor bbm dorong produksi bioetanol lokal dari tebu dan tekan emisi karbon sesuai riset global seperti di as brasil yang sukses terapkan e tanpa ganggu mesin modern post kekurangan utama kandungan,campuran etanol e di pertalite mulai bertujuan kurangi impor bbm dorong produksi bioetanol lokal dari tebu dan tekan emisi karbon sesuai riset global seperti di as brasil yang sukses terapkan e tanpa ganggu mesin modern post kekurangan utama kandungan,"['campuran', 'etanol', 'e', 'di', 'pertalite', 'mulai', 'bertujuan', 'kurangi', 'impor', 'bbm', 'dorong', 'produksi', 'bioetanol', 'lokal', 'dari', 'tebu', 'dan', 'tekan', 'emisi', 'karbon', 'sesuai', 'riset', 'global', 'seperti', 'di', 'as', 'brasil', 'yang', 'sukses', 'terapkan', 'e', 'tanpa', 'ganggu', 'mesin', 'modern', 'post', 'kekurangan', 'utama', 'kandungan']","['campuran', 'etanol', 'pertalite', 'bertujuan', 'kurangi', 'impor', 'bbm', 'dorong', 'produksi', 'bioetanol', 'lokal', 'tebu', 'tekan', 'emisi', 'karbon', 'sesuai', 'riset', 'global', 'brasil', 'sukses', 'terapkan', 'ganggu', 'mesin', 'modern', 'post', 'kekurangan', 'utama', 'kandungan']","['campur', 'etanol', 'pertalite', 'tuju', 'kurang', 'impor', 'bbm', 'dorong', 'produksi', 'bioetanol', 'lokal', 'tebu', 'tekan', 'emisi', 'karbon', 'sesuai', 'riset', 'global', 'brasil', 'sukses', 'terap', 'ganggu', 'mesin', 'modern', 'post', 'kurang', 'utama', 'kandung']"
Wed Oct 29 03:26:04 +0000 2025,1932986568744312832,@tanyarlfes Kemungkinan beberapa tangki penyimpananya bocor jadi bikin tangki lembab sedangkan bensin Pertamina punya campuran etanol yg bersifat higroskopis (menyerap air) jadi kadar air yg tinggi pada bahan bakar yg membuat kendaraan mbrebet,Kemungkinan beberapa tangki penyimpananya bocor jadi bikin tangki lembab sedangkan bensin Pertamina punya campuran etanol yg bersifat higroskopis menyerap air jadi kadar air yg tinggi pada bahan bakar yg membuat kendaraan mbrebet,kemungkinan beberapa tangki penyimpananya bocor jadi bikin tangki lembab sedangkan bensin pertamina punya campuran etanol yg bersifat higroskopis menyerap air jadi kadar air yg tinggi pada bahan bakar yg membuat kendaraan mbrebet,kemungkinan beberapa tangki penyimpananya bocor jadi bikin tangki lembab sedangkan bensin pertamina punya campuran etanol yang bersifat higroskopis menyerap air jadi kadar air yang tinggi pada bahan bakar yang membuat kendaraan mbrebet,"['kemungkinan', 'beberapa', 'tangki', 'penyimpananya', 'bocor', 'jadi', 'bikin', 'tangki', 'lembab', 'sedangkan', 'bensin', 'pertamina', 'punya', 'campuran', 'etanol', 'yang', 'bersifat', 'higroskopis', 'menyerap', 'air', 'jadi', 'kadar', 'air', 'yang', 'tinggi', 'pada', 'bahan', 'bakar', 'yang', 'membuat', 'kendaraan', 'mbrebet']","['tangki', 'penyimpananya', 'bocor', 'bikin', 'tangki', 'lembab', 'bensin', 'pertamina', 'campuran', 'etanol', 'bersifat', 'higroskopis', 'menyerap', 'air', 'kadar', 'air', 'bahan', 'bakar', 'kendaraan', 'mbrebet']","['tangki', 'penyimpananya', 'bocor', 'bikin', 'tangki', 'lembab', 'bensin', 'pertamina', 'campur', 'etanol', 'sifat', 'higroskopis', 'serap', 'air', 'kadar', 'air', 'bahan', 'bakar', 'kendara', 'mbrebet']"
Wed Oct 29 03:07:06 +0000 2025,1296312516901916672,@qimprutdalban @ferdinand_mpu BBM harus kompatibel dgn kendaraan bermotor waktu dibuat. Spesifikasi kendaraan bermotor waktu dibuat dgn BBM apa..... Rata2 tertulis Pertamax atau Ron 92. Belum ada kendaraan bermotor di Indonesia yg specifikasinya menggunakan BBM plus ETANOL.,BBM harus kompatibel dgn kendaraan bermotor waktu dibuat Spesifikasi kendaraan bermotor waktu dibuat dgn BBM apa Rata tertulis Pertamax atau Ron Belum ada kendaraan bermotor di Indonesia yg specifikasinya menggunakan BBM plus ETANOL,bbm harus kompatibel dgn kendaraan bermotor waktu dibuat spesifikasi kendaraan bermotor waktu dibuat dgn bbm apa rata tertulis pertamax atau ron belum ada kendaraan bermotor di indonesia yg specifikasinya menggunakan bbm plus etanol,bbm harus kompatibel dengan kendaraan bermotor waktu dibuat spesifikasi kendaraan bermotor waktu dibuat dengan bbm apa rata tertulis pertamax atau ron belum ada kendaraan bermotor di indonesia yang specifikasinya menggunakan bbm plus etanol,"['bbm', 'harus', 'kompatibel', 'dengan', 'kendaraan', 'bermotor', 'waktu', 'dibuat', 'spesifikasi', 'kendaraan', 'bermotor', 'waktu', 'dibuat', 'dengan', 'bbm', 'apa', 'rata', 'tertulis', 'pertamax', 'atau', 'ron', 'belum', 'ada', 'kendaraan', 'bermotor', 'di', 'indonesia', 'yang', 'specifikasinya', 'menggunakan', 'bbm', 'plus', 'etanol']","['bbm', 'kompatibel', 'kendaraan', 'bermotor', 'spesifikasi', 'kendaraan', 'bermotor', 'bbm', 'tertulis', 'pertamax', 'ron', 'kendaraan', 'bermotor', 'indonesia', 'specifikasinya', 'bbm', 'plus', 'etanol']","['bbm', 'kompatibel', 'kendara', 'motor', 'spesifikasi', 'kendara', 'motor', 'bbm', 'tulis', 'pertamax', 'ron', 'kendara', 'motor', 'indonesia', 'specifikasinya', 'bbm', 'plus', 'etanol']"
Wed Oct 29 02:59:44 +0000 2025,1769989740164784128,@Bambangmulyonoo @ferdinand_mpu ini pengakuan dia. makannya saya minta dia bikin video konten mobilnya di isi BBM campur etanol. kira-kira berani nggak ya? mobilnya Lexus dan Mercy loh.. https://t.co/LZjhhO2LhM,ini pengakuan dia makannya saya minta dia bikin video konten mobilnya di isi BBM campur etanol kira kira berani nggak ya mobilnya Lexus dan Mercy loh,ini pengakuan dia makannya saya minta dia bikin video konten mobilnya di isi bbm campur etanol kira kira berani nggak ya mobilnya lexus dan mercy loh,ini pengakuan dia makannya saya minta dia bikin video konten mobilnya di isi bbm campur etanol kira kira berani tidak ya mobilnya lexus dan mercy loh,"['ini', 'pengakuan', 'dia', 'makannya', 'saya', 'minta', 'dia', 'bikin', 'video', 'konten', 'mobilnya', 'di', 'isi', 'bbm', 'campur', 'etanol', 'kira', 'kira', 'berani', 'tidak', 'ya', 'mobilnya', 'lexus', 'dan', 'mercy', 'loh']","['pengakuan', 'makannya', 'bikin', 'video', 'konten', 'mobilnya', 'isi', 'bbm', 'campur', 'etanol', 'berani', 'mobilnya', 'lexus', 'mercy', 'loh']","['aku', 'makan', 'bikin', 'video', 'konten', 'mobil', 'isi', 'bbm', 'campur', 'etanol', 'berani', 'mobil', 'lexus', 'mercy', 'loh']"
Wed Oct 29 02:49:55 +0000 2025,1769989740164784128,@ferdinand_mpu @Bambangmulyonoo saya sih akan acungi jempol ke anda kalo anda berani bikin konten ngisi BBM campur etanol Bos... sekalian buat edukasi lah... kalo cuma ngeles siapapun bisa Bos.. gk perlu njilat ke Partai PDIP. karena PDIP nggak butuh penjilat. ,saya sih akan acungi jempol ke anda kalo anda berani bikin konten ngisi BBM campur etanol Bos sekalian buat edukasi lah kalo cuma ngeles siapapun bisa Bos gk perlu njilat ke Partai PDIP karena PDIP nggak butuh penjilat,saya sih akan acungi jempol ke anda kalo anda berani bikin konten ngisi bbm campur etanol bos sekalian buat edukasi lah kalo cuma ngeles siapapun bisa bos gk perlu njilat ke partai pdip karena pdip nggak butuh penjilat,saya akan acungi jempol ke anda kalo anda berani bikin konten ngisi bbm campur etanol bos sekalian buat edukasi lah kalo cuma ngeles siapapun bisa bos gk perlu njilat ke partai pdip karena pdip tidak butuh penjilat,"['saya', 'akan', 'acungi', 'jempol', 'ke', 'anda', 'kalo', 'anda', 'berani', 'bikin', 'konten', 'ngisi', 'bbm', 'campur', 'etanol', 'bos', 'sekalian', 'buat', 'edukasi', 'lah', 'kalo', 'cuma', 'ngeles', 'siapapun', 'bisa', 'bos', 'gk', 'perlu', 'njilat', 'ke', 'partai', 'pdip', 'karena', 'pdip', 'tidak', 'butuh', 'penjilat']","['acungi', 'jempol', 'kalo', 'berani', 'bikin', 'konten', 'ngisi', 'bbm', 'campur', 'etanol', 'bos', 'edukasi', 'kalo', 'ngeles', 'bos', 'njilat', 'partai', 'pdip', 'pdip', 'butuh', 'penjilat']","['acung', 'jempol', 'kalo', 'berani', 'bikin', 'konten', 'ngisi', 'bbm', 'campur', 'etanol', 'bos', 'edukasi', 'kalo', 'ngeles', 'bos', 'njilat', 'partai', 'pdip', 'pdip', 'butuh', 'jilat']"
Wed Oct 29 02:40:31 +0000 2025,1769989740164784128,@ferdinand_mpu @Bambangmulyonoo apapun itu tapi faktanya BBM di campur etanol mesin jadi rusak kan?? di situ tidak ada keterangan ada kena air loh... coba sih latihan jangan membiaskan topik pembahasan. ,apapun itu tapi faktanya BBM di campur etanol mesin jadi rusak kan di situ tidak ada keterangan ada kena air loh coba sih latihan jangan membiaskan topik pembahasan,apapun itu tapi faktanya bbm di campur etanol mesin jadi rusak kan di situ tidak ada keterangan ada kena air loh coba sih latihan jangan membiaskan topik pembahasan,apapun itu tapi faktanya bbm di campur etanol mesin jadi rusak kan di situ tidak ada keterangan ada kena air loh coba latihan jangan membiaskan topik pembahasan,"['apapun', 'itu', 'tapi', 'faktanya', 'bbm', 'di', 'campur', 'etanol', 'mesin', 'jadi', 'rusak', 'kan', 'di', 'situ', 'tidak', 'ada', 'keterangan', 'ada', 'kena', 'air', 'loh', 'coba', 'latihan', 'jangan', 'membiaskan', 'topik', 'pembahasan']","['apapun', 'faktanya', 'bbm', 'campur', 'etanol', 'mesin', 'rusak', 'situ', 'keterangan', 'kena', 'air', 'loh', 'coba', 'latihan', 'membiaskan', 'topik', 'pembahasan']","['apa', 'fakta', 'bbm', 'campur', 'etanol', 'mesin', 'rusak', 'situ', 'terang', 'kena', 'air', 'loh', 'coba', 'latih', 'bias', 'topik', 'bahas']"
Wed Oct 29 02:29:27 +0000 2025,387021225,@ARSIPAJA Kendaraan bisa rusak kena BBM etanol Tapi ESDM? Bodo amat : Jalan terus kebijakan tanpa lihat kondisi mesin rakyat. Jadi bukan cuma isu SPBU swasta nolak tapi soal umur mesin juga.. https://t.co/tzRNUXawcJ,Kendaraan bisa rusak kena BBM etanol Tapi ESDM Bodo amat Jalan terus kebijakan tanpa lihat kondisi mesin rakyat Jadi bukan cuma isu SPBU swasta nolak tapi soal umur mesin juga,kendaraan bisa rusak kena bbm etanol tapi esdm bodo amat jalan terus kebijakan tanpa lihat kondisi mesin rakyat jadi bukan cuma isu spbu swasta nolak tapi soal umur mesin juga,kendaraan bisa rusak kena bbm etanol tapi esdm bodo amat jalan terus kebijakan tanpa lihat kondisi mesin rakyat jadi bukan cuma isu spbu swasta nolak tapi soal umur mesin juga,"['kendaraan', 'bisa', 'rusak', 'kena', 'bbm', 'etanol', 'tapi', 'esdm', 'bodo', 'amat', 'jalan', 'terus', 'kebijakan', 'tanpa', 'lihat', 'kondisi', 'mesin', 'rakyat', 'jadi', 'bukan', 'cuma', 'isu', 'spbu', 'swasta', 'nolak', 'tapi', 'soal', 'umur', 'mesin', 'juga']","['kendaraan', 'rusak', 'kena', 'bbm', 'etanol', 'esdm', 'bodo', 'jalan', 'kebijakan', 'lihat', 'kondisi', 'mesin', 'rakyat', 'isu', 'spbu', 'swasta', 'nolak', 'umur', 'mesin']","['kendara', 'rusak', 'kena', 'bbm', 'etanol', 'esdm', 'bodo', 'jalan', 'bijak', 'lihat', 'kondisi', 'mesin', 'rakyat', 'isu', 'spbu', 'swasta', 'nolak', 'umur', 'mesin']"
Fri Dec 26 06:10:00 +0000 2025,1496846304697528323,Sebelum SPBU terdekat hanya jual E10 cek dulu: Apakah kendaraanmu aman? Panduan lengkap &amp; checklist kompatibilitas ada di blog kami: https://t.co/yIIgOurzKw #BBM #E10 #OtomotifIndonesia,Sebelum SPBU terdekat hanya jual E cek dulu Apakah kendaraanmu aman Panduan lengkap checklist kompatibilitas ada di blog kami BBM E OtomotifIndonesia,sebelum spbu terdekat hanya jual e cek dulu apakah kendaraanmu aman panduan lengkap checklist kompatibilitas ada di blog kami bbm e otomotifindonesia,sebelum spbu terdekat hanya jual e cek dulu apakah kendaraanmu aman panduan lengkap checklist kompatibilitas ada di blog kami bbm e otomotifindonesia,"['sebelum', 'spbu', 'terdekat', 'hanya', 'jual', 'e', 'cek', 'dulu', 'apakah', 'kendaraanmu', 'aman', 'panduan', 'lengkap', 'checklist', 'kompatibilitas', 'ada', 'di', 'blog', 'kami', 'bbm', 'e', 'otomotifindonesia']","['spbu', 'terdekat', 'jual', 'cek', 'kendaraanmu', 'aman', 'panduan', 'lengkap', 'checklist', 'kompatibilitas', 'blog', 'bbm', 'otomotifindonesia']","['spbu', 'dekat', 'jual', 'cek', 'kendara', 'aman', 'pandu', 'lengkap', 'checklist', 'kompatibilitas', 'blog', 'bbm', 'otomotifindonesia']"
Fri Dec 05 02:45:05 +0000 2025,1292128186193436672,@txtdaritaxpayer Yaudah sih yg dapet kebijakan pajak naik bbm naik bbm dicampur etanol mbg beracun itu untuk yg milih 02 aja.,Yaudah sih yg dapet kebijakan pajak naik bbm naik bbm dicampur etanol mbg beracun itu untuk yg milih aja,yaudah sih yg dapet kebijakan pajak naik bbm naik bbm dicampur etanol mbg beracun itu untuk yg milih aja,yaudah yang dapet kebijakan pajak naik bbm naik bbm dicampur etanol mbg beracun itu untuk yang milih aja,"['yaudah', 'yang', 'dapet', 'kebijakan', 'pajak', 'naik', 'bbm', 'naik', 'bbm', 'dicampur', 'etanol', 'mbg', 'beracun', 'itu', 'untuk', 'yang', 'milih', 'aja']","['yaudah', 'dapet', 'kebijakan', 'pajak', 'bbm', 'bbm', 'dicampur', 'etanol', 'mbg', 'beracun', 'milih', 'aja']","['yaudah', 'dapet', 'bijak', 'pajak', 'bbm', 'bbm', 'campur', 'etanol', 'mbg', 'racun', 'milih', 'aja']"
Tue Nov 18 10:30:48 +0000 2025,2591438653,@prabowo Lapor Pak Presiden Saya mau bertanya ' Apakah Pemerintah mau ribut lawan Rakyat? ' Sudah banyak berita2 konyol Dalam Negeri jangan sampai Rakyat bergerak membatalkan kebaikan2 dari Pemerintah. Saat ini ada 2 kemarahan : batalkan BBM wajib Etanol dan revisi KUHAP yang baru.,Lapor Pak Presiden Saya mau bertanya Apakah Pemerintah mau ribut lawan Rakyat Sudah banyak berita konyol Dalam Negeri jangan sampai Rakyat bergerak membatalkan kebaikan dari Pemerintah Saat ini ada kemarahan batalkan BBM wajib Etanol dan revisi KUHAP yang baru,lapor pak presiden saya mau bertanya apakah pemerintah mau ribut lawan rakyat sudah banyak berita konyol dalam negeri jangan sampai rakyat bergerak membatalkan kebaikan dari pemerintah saat ini ada kemarahan batalkan bbm wajib etanol dan revisi kuhap yang baru,lapor pak presiden saya mau bertanya apakah pemerintah mau ribut lawan rakyat sudah banyak berita konyol dalam negeri jangan sampai rakyat bergerak membatalkan kebaikan dari pemerintah saat ini ada kemarahan batalkan bbm wajib etanol dan revisi kuhap yang baru,"['lapor', 'pak', 'presiden', 'saya', 'mau', 'bertanya', 'apakah', 'pemerintah', 'mau', 'ribut', 'lawan', 'rakyat', 'sudah', 'banyak', 'berita', 'konyol', 'dalam', 'negeri', 'jangan', 'sampai', 'rakyat', 'bergerak', 'membatalkan', 'kebaikan', 'dari', 'pemerintah', 'saat', 'ini', 'ada', 'kemarahan', 'batalkan', 'bbm', 'wajib', 'etanol', 'dan', 'revisi', 'kuhap', 'yang', 'baru']","['lapor', 'presiden', 'pemerintah', 'ribut', 'lawan', 'rakyat', 'berita', 'konyol', 'negeri', 'rakyat', 'bergerak', 'membatalkan', 'kebaikan', 'pemerintah', 'kemarahan', 'batalkan', 'bbm', 'wajib', 'etanol', 'revisi', 'kuhap']","['lapor', 'presiden', 'perintah', 'ribut', 'lawan', 'rakyat', 'berita', 'konyol', 'negeri', 'rakyat', 'gerak', 'batal', 'baik', 'perintah', 'marah', 'batal', 'bbm', 'wajib', 'etanol', 'revisi', 'hap']"
