created_at,user_id_str,full_text,clean_text,normalized,tokens,stemmed,final_text
Fri Oct 31 15:27:11 +0000 2025,1920494729382539265,@ARSIPAJA Nahkan sudah ketebak... dulu di lampung singkong di arahkan buat bahan dasar Etanol... pak Prabowo inget gak nih,nahkan sudah ketebak dulu di lampung singkong di arahkan buat bahan dasar etanol pak prabowo inget gak nih,nahkan sudah ketebak dulu di lampung singkong di arahkan buat bahan dasar etanol pak prabowo ingat tidak nih,"['nahkan', 'ketebak', 'lampung', 'singkong', 'arahkan', 'bahan', 'dasar', 'etanol', 'prabowo', 'nih']","['nahkan', 'tebak', 'lampung', 'singkong', 'arah', 'bahan', 'dasar', 'etanol', 'prabowo', 'nih']",nahkan tebak lampung singkong arah bahan dasar etanol prabowo nih
Fri Oct 31 15:22:53 +0000 2025,1094238497873883137,@Hate_Fiona E10 (10% etanol) seharusnya aman motor brebet karena faktor: kualitas bensin dasar rendah sistem injeksi/karburator tidak dioptimalkan selang/tangki/Seal kurang kompatibel etanol higroskopis → aliran BBM terganggu AFR &amp; timing pengapian tidak sesuai,e etanol seharusnya aman motor brebet karena faktor kualitas bensin dasar rendah sistem injeksi karburator tidak dioptimalkan selang tangki seal kurang kompatibel etanol higroskopis aliran bbm terganggu afr amp timing pengapian tidak sesuai,e etanol seharusnya aman motor brebet karena faktor kualitas bensin dasar rendah sistem injeksi karburator tidak dioptimalkan selang tangki seal kurang kompatibel etanol higroskopis aliran bbm terganggu afr amp timing pengapian tidak sesuai,"['etanol', 'aman', 'motor', 'brebet', 'faktor', 'kualitas', 'bensin', 'dasar', 'rendah', 'sistem', 'injeksi', 'karburator', 'dioptimalkan', 'selang', 'tangki', 'seal', 'kompatibel', 'etanol', 'higroskopis', 'aliran', 'bbm', 'terganggu', 'afr', 'amp', 'timing', 'pengapian', 'sesuai']","['etanol', 'aman', 'motor', 'brebet', 'faktor', 'kualitas', 'bensin', 'dasar', 'rendah', 'sistem', 'injeksi', 'karburator', 'optimal', 'selang', 'tangki', 'seal', 'kompatibel', 'etanol', 'higroskopis', 'alir', 'bbm', 'ganggu', 'afr', 'amp', 'timing', 'api', 'sesuai']",etanol aman motor brebet faktor kualitas bensin dasar rendah sistem injeksi karburator optimal selang tangki seal kompatibel etanol higroskopis alir bbm ganggu afr amp timing api sesuai
Fri Oct 31 14:23:52 +0000 2025,847372542830444544,BBM RI Mau Dicampur Etanol 10% Dewan Energi Nasional Sarankan Hal Ini https://t.co/xlRSZtcylS,bbm ri mau dicampur etanol dewan energi nasional sarankan hal ini,bbm ri mau dicampur etanol dewan energi nasional sarankan hal ini,"['bbm', 'dicampur', 'etanol', 'dewan', 'energi', 'nasional', 'sarankan']","['bbm', 'campur', 'etanol', 'dewan', 'energi', 'nasional', 'saran']",bbm campur etanol dewan energi nasional saran
Fri Oct 31 14:15:49 +0000 2025,1157264205449314309,@ARSIPAJA Ketemu juga ujungnya perkara etanol pantes ngebet campuran bbm sama persingkongan,ketemu juga ujungnya perkara etanol pantes ngebet campuran bbm sama persingkongan,ketemu juga ujungnya perkara etanol pantas ngebet campuran bbm sama persingkongan,"['ketemu', 'ujungnya', 'perkara', 'etanol', 'ngebet', 'campuran', 'bbm', 'persingkongan']","['ketemu', 'ujung', 'perkara', 'etanol', 'ngebet', 'campur', 'bbm', 'singkong']",ketemu ujung perkara etanol ngebet campur bbm singkong
Fri Oct 31 14:11:02 +0000 2025,1976991588,mengingat.. kambium pohon besar-besar itu menyimpan emisi gas efek rumah kaca yg terlarang itu. jadi upaya turunkan emisi lewat blending bahan bakar itu gak masuk akal kalau sumber (bio)etanol dari tumbuhan hidup yg menggantikan hutan.,mengingat kambium pohon besar besar itu menyimpan emisi gas efek rumah kaca yg terlarang itu jadi upaya turunkan emisi lewat blending bahan bakar itu gak masuk akal kalau sumber bio etanol dari tumbuhan hidup yg menggantikan hutan,mengingat kambium pohon besar besar itu menyimpan emisi gas efek rumah kaca yang terlarang itu jadi upaya turunkan emisi lewat blending bahan bakar itu tidak masuk akal kalau sumber bio etanol dari tumbuhan hidup yang menggantikan hutan,"['kambium', 'pohon', 'menyimpan', 'emisi', 'gas', 'efek', 'rumah', 'kaca', 'terlarang', 'upaya', 'turunkan', 'emisi', 'blending', 'bahan', 'bakar', 'masuk', 'akal', 'sumber', 'bio', 'etanol', 'tumbuhan', 'hidup', 'menggantikan', 'hutan']","['kambium', 'pohon', 'simpan', 'emisi', 'gas', 'efek', 'rumah', 'kaca', 'larang', 'upaya', 'turun', 'emisi', 'blending', 'bahan', 'bakar', 'masuk', 'akal', 'sumber', 'bio', 'etanol', 'tumbuh', 'hidup', 'ganti', 'hutan']",kambium pohon simpan emisi gas efek rumah kaca larang upaya turun emisi blending bahan bakar masuk akal sumber bio etanol tumbuh hidup ganti hutan
Fri Oct 31 14:02:47 +0000 2025,2294704370,@ARSIPAJA Mau cari lahan dimana ? Jangan jangan menggasak areal perkebunan. Dulu juga proyek etanol dari singkong cuma rame2 hangat di awal trs menghilang. Begitu juga proyek BBM jarak pagar cuma rame diawal sampai warga ramai ramai tanam gak ada yg beli.,mau cari lahan dimana jangan jangan menggasak areal perkebunan dulu juga proyek etanol dari singkong cuma rame hangat di awal trs menghilang begitu juga proyek bbm jarak pagar cuma rame diawal sampai warga ramai ramai tanam gak ada yg beli,mau cari lahan dimana jangan jangan menggasak areal perkebunan dulu juga proyek etanol dari singkong cuma rame hangat di awal terus menghilang begitu juga proyek bbm jarak pagar cuma rame diawal sampai warga ramai ramai tanam tidak ada yang beli,"['cari', 'lahan', 'dimana', 'menggasak', 'areal', 'perkebunan', 'proyek', 'etanol', 'singkong', 'rame', 'hangat', 'menghilang', 'proyek', 'bbm', 'jarak', 'pagar', 'rame', 'diawal', 'warga', 'ramai', 'ramai', 'tanam', 'beli']","['cari', 'lahan', 'mana', 'gasak', 'areal', 'kebun', 'proyek', 'etanol', 'singkong', 'rame', 'hangat', 'hilang', 'proyek', 'bbm', 'jarak', 'pagar', 'rame', 'awal', 'warga', 'ramai', 'ramai', 'tanam', 'beli']",cari lahan mana gasak areal kebun proyek etanol singkong rame hangat hilang proyek bbm jarak pagar rame awal warga ramai ramai tanam beli
Fri Oct 31 13:50:14 +0000 2025,1826283786960781312,Halloween tahun ini gak perlu cosplay. Jadi WNI udah serem soalnya. Banyak kasus keracunan penjahat HAM akan jadi pahlawan nasional BBM etanol Tambang ilegal Judol Kriminalisasi aktivis and the list goes on.,halloween tahun ini gak perlu cosplay jadi wni udah serem soalnya banyak kasus keracunan penjahat ham akan jadi pahlawan nasional bbm etanol tambang ilegal judol kriminalisasi aktivis and the list goes on,halloween tahun ini tidak perlu cosplay jadi wni sudah seram soalnya banyak kasus keracunan penjahat ham akan jadi pahlawan nasional bbm etanol tambang ilegal judol kriminalisasi aktivis and the list goes on,"['halloween', 'cosplay', 'wni', 'seram', 'keracunan', 'penjahat', 'ham', 'pahlawan', 'nasional', 'bbm', 'etanol', 'tambang', 'ilegal', 'judol', 'kriminalisasi', 'aktivis', 'and', 'the', 'list', 'goes']","['halloween', 'cosplay', 'wni', 'seram', 'racun', 'jahat', 'ham', 'pahlawan', 'nasional', 'bbm', 'etanol', 'tambang', 'ilegal', 'judol', 'kriminalisasi', 'aktivis', 'and', 'the', 'list', 'goes']",halloween cosplay wni seram racun jahat ham pahlawan nasional bbm etanol tambang ilegal judol kriminalisasi aktivis and the list goes
Fri Oct 31 13:44:33 +0000 2025,1802400727287152640,Kendaraan tua th '79 yg support etanol+mix minyak nabati (minyak goreng sbg ganti oli campur) Mberebet bukan gara2 kandungan pada BBM tp gara2 platina geser. https://t.co/RVMbe4grrz,kendaraan tua th yg support etanol mix minyak nabati minyak goreng sbg ganti oli campur mberebet bukan gara kandungan pada bbm tp gara platina geser,kendaraan tua tahu yang support etanol mix minyak nabati minyak goreng sebagai ganti oli campur mberebet bukan gara kandungan pada bbm tapi gara platina geser,"['kendaraan', 'tua', 'support', 'etanol', 'mix', 'minyak', 'nabati', 'minyak', 'goreng', 'ganti', 'oli', 'campur', 'mberebet', 'gara', 'kandungan', 'bbm', 'gara', 'platina', 'geser']","['kendara', 'tua', 'support', 'etanol', 'mix', 'minyak', 'nabati', 'minyak', 'goreng', 'ganti', 'oli', 'campur', 'mberebet', 'gara', 'kandung', 'bbm', 'gara', 'platina', 'geser']",kendara tua support etanol mix minyak nabati minyak goreng ganti oli campur mberebet gara kandung bbm gara platina geser
Fri Oct 31 13:28:46 +0000 2025,1640521920214110209,Pemerintah Siapkan 240 Ribu Hektare Lahan untuk Bahan Baku Etanol Targetkan 1 Juta Hektare Nasional https://t.co/6dgFsIBwxW,pemerintah siapkan ribu hektare lahan untuk bahan baku etanol targetkan juta hektare nasional,pemerintah siapkan ribu hektare lahan untuk bahan baku etanol targetkan juta hektare nasional,"['pemerintah', 'siapkan', 'ribu', 'hektare', 'lahan', 'bahan', 'baku', 'etanol', 'targetkan', 'juta', 'hektare', 'nasional']","['perintah', 'siap', 'ribu', 'hektare', 'lahan', 'bahan', 'baku', 'etanol', 'target', 'juta', 'hektare', 'nasional']",perintah siap ribu hektare lahan bahan baku etanol target juta hektare nasional
Fri Oct 31 12:58:37 +0000 2025,81801659,@ARSIPAJA Hadeuh... Mendagri minta tinggalkan beras untuk beralih ke jagung dan singkong tapi Bahlul bilang jagung dan singkong nya buat bikin etanol untuk campuran BBM trus bijimana bener? Mending klean yg tanam jagung &amp; singkong kita yg Jadi pejabat nya ,hadeuh mendagri minta tinggalkan beras untuk beralih ke jagung dan singkong tapi bahlul bilang jagung dan singkong nya buat bikin etanol untuk campuran bbm trus bijimana bener mending klean yg tanam jagung amp singkong kita yg jadi pejabat nya,aduh mendagri meminta tinggalkan beras untuk beralih ke jagung dan singkong tapi bahlul bilang jagung dan singkong ya buat bikin etanol untuk campuran bbm terus bijimana benar mending klean yang tanam jagung amp singkong kita yang jadi pejabat ya,"['aduh', 'mendagri', 'tinggalkan', 'beras', 'beralih', 'jagung', 'singkong', 'bahlul', 'bilang', 'jagung', 'singkong', 'bikin', 'etanol', 'campuran', 'bbm', 'bijimana', 'mending', 'klean', 'tanam', 'jagung', 'amp', 'singkong', 'pejabat']","['aduh', 'mendagri', 'tinggal', 'beras', 'alih', 'jagung', 'singkong', 'bahlul', 'bilang', 'jagung', 'singkong', 'bikin', 'etanol', 'campur', 'bbm', 'bijimana', 'mending', 'klean', 'tanam', 'jagung', 'amp', 'singkong', 'jabat']",aduh mendagri tinggal beras alih jagung singkong bahlul bilang jagung singkong bikin etanol campur bbm bijimana mending klean tanam jagung amp singkong jabat
Fri Oct 31 12:51:09 +0000 2025,330385024,@sporttiaphari Penyimpanan SPBU nya juga kayaknya belum di update buat bisa simpan BBM dg kandungan etanol tinggi. Selama ini oita juga gak tau berapa % campuran sebelum rame rencana etanol 10%.,penyimpanan spbu nya juga kayaknya belum di update buat bisa simpan bbm dg kandungan etanol tinggi selama ini oita juga gak tau berapa campuran sebelum rame rencana etanol,penyimpanan spbu ya juga kayaknya belum di update buat bisa simpan bbm dengan kandungan etanol tinggi selama ini oita juga tidak tau berapa campuran sebelum rame rencana etanol,"['penyimpanan', 'spbu', 'kayaknya', 'update', 'simpan', 'bbm', 'kandungan', 'etanol', 'oita', 'tau', 'campuran', 'rame', 'rencana', 'etanol']","['simpan', 'spbu', 'kayak', 'update', 'simpan', 'bbm', 'kandung', 'etanol', 'oita', 'tau', 'campur', 'rame', 'rencana', 'etanol']",simpan spbu kayak update simpan bbm kandung etanol oita tau campur rame rencana etanol
Fri Oct 31 12:50:19 +0000 2025,1611579466920374277,Penerapan kebijakan BBM E10 baru diterapkan sekitar 2027 dan kini Pertamina dan berbagai stakeholder masih dalam tahap penelitian dan mengambangkan sumberdayanya. Dengan ini kita bisa simpulkan yang beredar di media itu bukan BBM Beretanol. https://t.co/d4fHtMEHQh,penerapan kebijakan bbm e baru diterapkan sekitar dan kini pertamina dan berbagai stakeholder masih dalam tahap penelitian dan mengambangkan sumberdayanya dengan ini kita bisa simpulkan yang beredar di media itu bukan bbm beretanol,penerapan kebijakan bbm e baru diterapkan sekitar dan kini pertamina dan berbagai stakeholder masih dalam tahap penelitian dan mengambangkan sumberdayanya dengan ini kita bisa simpulkan yang beredar di media itu bukan bbm beretanol,"['penerapan', 'kebijakan', 'bbm', 'diterapkan', 'pertamina', 'stakeholder', 'tahap', 'penelitian', 'mengambangkan', 'sumberdayanya', 'simpulkan', 'beredar', 'media', 'bbm', 'beretanol']","['terap', 'bijak', 'bbm', 'terap', 'pertamina', 'stakeholder', 'tahap', 'teliti', 'ambang', 'sumberdayanya', 'simpul', 'edar', 'media', 'bbm', 'etanol']",terap bijak bbm terap pertamina stakeholder tahap teliti ambang sumberdayanya simpul edar media bbm etanol
Fri Oct 31 12:50:17 +0000 2025,1611579466920374277,Fenomena ini memang sedikit bikin janggal karena begitu masif dan semua menampilkan hal yang sama botol berisi pertalite dengan cairan bening dibawahnya. Yang sebagian orang berpikir itu Etanol. Namun anggapan ini sedikit keliru karena BBM ber E10 (Etanol 10%) belum dipasarkan https://t.co/JFLgu2d1nY,fenomena ini memang sedikit bikin janggal karena begitu masif dan semua menampilkan hal yang sama botol berisi pertalite dengan cairan bening dibawahnya yang sebagian orang berpikir itu etanol namun anggapan ini sedikit keliru karena bbm ber e etanol belum dipasarkan,fenomena ini memang sedikit bikin janggal karena begitu masif dan semua menampilkan hal yang sama botol berisi pertalite dengan cairan bening dibawahnya yang sebagian orang berpikir itu etanol namun anggapan ini sedikit keliru karena bbm ber e etanol belum dipasarkan,"['fenomena', 'bikin', 'janggal', 'masif', 'menampilkan', 'botol', 'berisi', 'pertalite', 'cairan', 'bening', 'dibawahnya', 'orang', 'berpikir', 'etanol', 'anggapan', 'keliru', 'bbm', 'ber', 'etanol', 'dipasarkan']","['fenomena', 'bikin', 'janggal', 'masif', 'tampil', 'botol', 'isi', 'pertalite', 'cair', 'bening', 'bawah', 'orang', 'pikir', 'etanol', 'anggap', 'keliru', 'bbm', 'ber', 'etanol', 'pasar']",fenomena bikin janggal masif tampil botol isi pertalite cair bening bawah orang pikir etanol anggap keliru bbm ber etanol pasar
Fri Oct 31 12:32:14 +0000 2025,1498467478523232256,@Hate_Fiona Yg merasa motornya rusak karena bbm dicampur etanol silahkan minta ganti rugi sama bahlil karena itu tanggung jawabnya,yg merasa motornya rusak karena bbm dicampur etanol silahkan minta ganti rugi sama bahlil karena itu tanggung jawabnya,yang merasa motornya rusak karena bbm dicampur etanol silakan meminta ganti rugi sama bahlil karena itu tanggung jawabnya,"['motornya', 'rusak', 'bbm', 'dicampur', 'etanol', 'silakan', 'ganti', 'rugi', 'bahlil', 'tanggung']","['motor', 'rusak', 'bbm', 'campur', 'etanol', 'sila', 'ganti', 'rugi', 'bahlil', 'tanggung']",motor rusak bbm campur etanol sila ganti rugi bahlil tanggung
Fri Oct 31 12:26:38 +0000 2025,1126897247860318209,Indonesia Bakal Wajibkan Campuran 10% Etanol Dalam BBM Sumber: admin. (2025). Pangkas Emisi Karbon Indonesia Bakal Wajibkan Campuran Etanol 10% dalam BBM - Dunia IndustriDunia Industri. https://t.co/iEgf4JmHzM. https://t.co/psBX2nKVLq ‌ https://t.co/069qvjyA1q,indonesia bakal wajibkan campuran etanol dalam bbm sumber admin pangkas emisi karbon indonesia bakal wajibkan campuran etanol dalam bbm dunia industridunia industri,indonesia bakal wajibkan campuran etanol dalam bbm sumber admin pangkas emisi karbon indonesia bakal wajibkan campuran etanol dalam bbm dunia industridunia industri,"['indonesia', 'wajibkan', 'campuran', 'etanol', 'bbm', 'sumber', 'admin', 'pangkas', 'emisi', 'karbon', 'indonesia', 'wajibkan', 'campuran', 'etanol', 'bbm', 'dunia', 'industridunia', 'industri']","['indonesia', 'wajib', 'campur', 'etanol', 'bbm', 'sumber', 'admin', 'pangkas', 'emisi', 'karbon', 'indonesia', 'wajib', 'campur', 'etanol', 'bbm', 'dunia', 'industridunia', 'industri']",indonesia wajib campur etanol bbm sumber admin pangkas emisi karbon indonesia wajib campur etanol bbm dunia industridunia industri
Fri Oct 31 12:26:27 +0000 2025,1126897247860318209,Untuk E10 2027 Pemerintah Pacu Industri Bioetanol dengan Sagu dan Singkong Sumber: Antara. (2025 29 Oktober). Sagu bahan baku paling murah untuk bioetanol Indonesia. TIMES Indonesia. https://t.co/esPhyA82eL https://t.co/UA2Xp0PTsN,untuk e pemerintah pacu industri bioetanol dengan sagu dan singkong sumber antara oktober sagu bahan baku paling murah untuk bioetanol indonesia times indonesia,untuk e pemerintah pacu industri bioetanol dengan sagu dan singkong sumber antara oktober sagu bahan baku paling murah untuk bioetanol indonesia times indonesia,"['pemerintah', 'pacu', 'industri', 'bioetanol', 'sagu', 'singkong', 'sumber', 'oktober', 'sagu', 'bahan', 'baku', 'murah', 'bioetanol', 'indonesia', 'times', 'indonesia']","['perintah', 'pacu', 'industri', 'bioetanol', 'sagu', 'singkong', 'sumber', 'oktober', 'sagu', 'bahan', 'baku', 'murah', 'bioetanol', 'indonesia', 'times', 'indonesia']",perintah pacu industri bioetanol sagu singkong sumber oktober sagu bahan baku murah bioetanol indonesia times indonesia
Fri Oct 31 12:12:36 +0000 2025,1168111310048878592,@e100ss Ya masuk akal kalo etanol sifat etanol kan menyerap air. Kebanyakan masyarakat juga tidak mengisi bahan bakar full tank. Jadi masih ada udara/uap di tanki yg akhirnya di serap oleh etanol dan terjadilah bensin bercampur air. Hadeh,ya masuk akal kalo etanol sifat etanol kan menyerap air kebanyakan masyarakat juga tidak mengisi bahan bakar full tank jadi masih ada udara uap di tanki yg akhirnya di serap oleh etanol dan terjadilah bensin bercampur air hadeh,ya masuk akal kalau etanol sifat etanol kan menyerap air kebanyakan masyarakat juga tidak mengisi bahan bakar full tank jadi masih ada udara uap di tanki yang akhirnya di serap oleh etanol dan terjadilah bensin bercampur air hadeh,"['masuk', 'akal', 'etanol', 'sifat', 'etanol', 'menyerap', 'air', 'kebanyakan', 'masyarakat', 'mengisi', 'bahan', 'bakar', 'full', 'tank', 'udara', 'uap', 'tanki', 'serap', 'etanol', 'bensin', 'bercampur', 'air', 'hadeh']","['masuk', 'akal', 'etanol', 'sifat', 'etanol', 'serap', 'air', 'banyak', 'masyarakat', 'isi', 'bahan', 'bakar', 'full', 'tank', 'udara', 'uap', 'tank', 'serap', 'etanol', 'bensin', 'campur', 'air', 'hadeh']",masuk akal etanol sifat etanol serap air banyak masyarakat isi bahan bakar full tank udara uap tank serap etanol bensin campur air hadeh
Fri Oct 31 12:09:21 +0000 2025,847372542830444544,Bukan Barang Baru BBM Etanol Sudah Diberlakukan di India Kanada-AS https://t.co/Vb2sOzrz2y,bukan barang baru bbm etanol sudah diberlakukan di india kanada as,bukan barang baru bbm etanol sudah diberlakukan di india kanada as,"['barang', 'bbm', 'etanol', 'diberlakukan', 'india', 'kanada']","['barang', 'bbm', 'etanol', 'laku', 'india', 'kanada']",barang bbm etanol laku india kanada
Fri Oct 31 12:07:45 +0000 2025,1134123327650295808,@fajarnugros Bbm dgn tambahan etanol bikin pembakaran terlalu kering (afr tembus 19-20 indikasi busi putih dan cpt mati) bbrp kasus ngerusak O-ring fuelpump jadi tekanan fuelpump ngaco ini nih yg bikin brebet/bahkan sampe mogok https://t.co/pZjdJnU8SW,bbm dgn tambahan etanol bikin pembakaran terlalu kering afr tembus indikasi busi putih dan cpt mati bbrp kasus ngerusak o ring fuelpump jadi tekanan fuelpump ngaco ini nih yg bikin brebet bahkan sampe mogok,bbm dengan tambahan etanol bikin pembakaran terlalu kering afr tembus indikasi busi putih dan cepat mati beberapa kasus ngerusak o ring fuelpump jadi tekanan fuelpump mengaco ini nih yang bikin brebet bahkan sampai mogok,"['bbm', 'tambahan', 'etanol', 'bikin', 'pembakaran', 'kering', 'afr', 'tembus', 'indikasi', 'busi', 'putih', 'cepat', 'mati', 'ngerusak', 'ring', 'fuelpump', 'tekanan', 'fuelpump', 'mengaco', 'nih', 'bikin', 'brebet', 'mogok']","['bbm', 'tambah', 'etanol', 'bikin', 'bakar', 'kering', 'afr', 'tembus', 'indikasi', 'busi', 'putih', 'cepat', 'mati', 'ngerusak', 'ring', 'fuelpump', 'tekan', 'fuelpump', 'aco', 'nih', 'bikin', 'brebet', 'mogok']",bbm tambah etanol bikin bakar kering afr tembus indikasi busi putih cepat mati ngerusak ring fuelpump tekan fuelpump aco nih bikin brebet mogok
Fri Oct 31 11:21:07 +0000 2025,907634134226395137,@ARSIPAJA Etanol buat bbm ato buat miras? Pertalite bikin mogok gitu.,etanol buat bbm ato buat miras pertalite bikin mogok gitu,etanol buat bbm atau buat miras pertalite bikin mogok begitu,"['etanol', 'bbm', 'miras', 'pertalite', 'bikin', 'mogok']","['etanol', 'bbm', 'miras', 'pertalite', 'bikin', 'mogok']",etanol bbm miras pertalite bikin mogok
Fri Oct 31 11:01:06 +0000 2025,135795460,Bos Anak Usaha Pertamina Heran BBM Campur Etanol Diributkan https://t.co/8lAUgApYC9,bos anak usaha pertamina heran bbm campur etanol diributkan,bos anak usaha pertamina heran bbm campur etanol diributkan,"['bos', 'anak', 'usaha', 'pertamina', 'heran', 'bbm', 'campur', 'etanol', 'diributkan']","['bos', 'anak', 'usaha', 'pertamina', 'heran', 'bbm', 'campur', 'etanol', 'ribut']",bos anak usaha pertamina heran bbm campur etanol ribut
Fri Oct 31 10:45:33 +0000 2025,1720665183188922368,@jzna19 @sicupuh Belum ada konfirmasi resmi bahwa Pertamina mengganti resep BBM BP. Baru-baru ini BP-AKR batal beli base fuel Pertamina karena kandungan etanol 3.5% tapi pasokan sudah dipulihkan lewat kesepakatan. Mungkin base fuelnya disesuaikan tapi formula akhir BP tetap pakai aditif mereka,belum ada konfirmasi resmi bahwa pertamina mengganti resep bbm bp baru baru ini bp akr batal beli base fuel pertamina karena kandungan etanol tapi pasokan sudah dipulihkan lewat kesepakatan mungkin base fuelnya disesuaikan tapi formula akhir bp tetap pakai aditif mereka,belum ada konfirmasi resmi bahwa pertamina mengganti resep bbm bp baru baru ini bp akr batal beli base fuel pertamina karena kandungan etanol tapi pasokan sudah dipulihkan lewat kesepakatan mungkin base fuelnya disesuaikan tapi formula akhir bp tetap pakai aditif mereka,"['konfirmasi', 'resmi', 'pertamina', 'mengganti', 'resep', 'bbm', 'akr', 'batal', 'beli', 'base', 'fuel', 'pertamina', 'kandungan', 'etanol', 'pasokan', 'dipulihkan', 'kesepakatan', 'base', 'fuelnya', 'disesuaikan', 'formula', 'pakai', 'aditif']","['konfirmasi', 'resmi', 'pertamina', 'ganti', 'resep', 'bbm', 'akr', 'batal', 'beli', 'base', 'fuel', 'pertamina', 'kandung', 'etanol', 'pasok', 'pulih', 'sepakat', 'base', 'fuelnya', 'sesuai', 'formula', 'pakai', 'aditif']",konfirmasi resmi pertamina ganti resep bbm akr batal beli base fuel pertamina kandung etanol pasok pulih sepakat base fuelnya sesuai formula pakai aditif
Fri Oct 31 10:42:04 +0000 2025,1750126614766329857,@ARSIPAJA Ini bijimana rencanannya BBM siap dicampur etanol tp lahan disiapkan baru sekarang gimana menuhi kebutuhannya,ini bijimana rencanannya bbm siap dicampur etanol tp lahan disiapkan baru sekarang gimana menuhi kebutuhannya,ini bijimana rencanannya bbm siap dicampur etanol tapi lahan disiapkan baru sekarang bagaimana menuhi kebutuhannya,"['bijimana', 'rencanannya', 'bbm', 'dicampur', 'etanol', 'lahan', 'disiapkan', 'menuhi', 'kebutuhannya']","['bijimana', 'rencanannya', 'bbm', 'campur', 'etanol', 'lahan', 'siap', 'menuhi', 'butuh']",bijimana rencanannya bbm campur etanol lahan siap menuhi butuh
Fri Oct 31 10:32:17 +0000 2025,23343960,Menteri ESDM Bahlil Lahadalia sempat diteriaki hoaks oleh mahasiswa saat menyampaikan kebijakan blending etanol pada BBM. Momen ini terjadi di acara Pembukaan Tanwir Ikatan Mahasiswa Muhammadiyah (UMM) XXXIII Energi Kolektif untuk Negeri Kamis (30/10/2025). Ia menegaskan https://t.co/gCbxGsxxIQ,menteri esdm bahlil lahadalia sempat diteriaki hoaks oleh mahasiswa saat menyampaikan kebijakan blending etanol pada bbm momen ini terjadi di acara pembukaan tanwir ikatan mahasiswa muhammadiyah umm xxxiii energi kolektif untuk negeri kamis ia menegaskan,menteri esdm bahlil lahadalia sempat diteriaki hoaks oleh mahasiswa saat menyampaikan kebijakan blending etanol pada bbm momen ini terjadi di acara pembukaan tanwir ikatan mahasiswa muhammadiyah umm xxxiii energi kolektif untuk negeri kamis ia menegaskan,"['menteri', 'esdm', 'bahlil', 'lahadalia', 'diteriaki', 'hoaks', 'mahasiswa', 'kebijakan', 'blending', 'etanol', 'bbm', 'momen', 'acara', 'pembukaan', 'tanwir', 'ikatan', 'mahasiswa', 'muhammadiyah', 'umm', 'xxxiii', 'energi', 'kolektif', 'negeri', 'kamis']","['menteri', 'esdm', 'bahlil', 'lahadalia', 'riak', 'hoaks', 'mahasiswa', 'bijak', 'blending', 'etanol', 'bbm', 'momen', 'acara', 'buka', 'tanwir', 'ikat', 'mahasiswa', 'muhammadiyah', 'umm', 'xxxiii', 'energi', 'kolektif', 'negeri', 'kamis']",menteri esdm bahlil lahadalia riak hoaks mahasiswa bijak blending etanol bbm momen acara buka tanwir ikat mahasiswa muhammadiyah umm xxxiii energi kolektif negeri kamis
Fri Oct 31 10:04:03 +0000 2025,1641028826489823232,Heboh soal BBM Campur Etanol CEO Pertamina NRE Heran: Kenapa Ribut? https://t.co/zxlviPNtIu #BBM #Pertamina #biofuel #energi #etanol #BITVONLINE,heboh soal bbm campur etanol ceo pertamina nre heran kenapa ribut,heboh soal bbm campur etanol ceo pertamina nre heran kenapa ribut,"['heboh', 'bbm', 'campur', 'etanol', 'ceo', 'pertamina', 'nre', 'heran', 'ribut']","['heboh', 'bbm', 'campur', 'etanol', 'ceo', 'pertamina', 'nre', 'heran', 'ribut']",heboh bbm campur etanol ceo pertamina nre heran ribut
Fri Oct 31 09:57:26 +0000 2025,1968257890634153984,BBM beneran pake Etanol https://t.co/Tww3CojSx5,bbm beneran pake etanol,bbm benaran pakai etanol,"['bbm', 'benaran', 'pakai', 'etanol']","['bbm', 'benar', 'pakai', 'etanol']",bbm benar pakai etanol
Fri Oct 31 09:33:32 +0000 2025,1322102368800923648,fuck bbm + etanol 10%,fuck bbm etanol,fuck bbm etanol,"['fuck', 'bbm', 'etanol']","['fuck', 'bbm', 'etanol']",fuck bbm etanol
Fri Oct 31 09:19:16 +0000 2025,1921984958308212736,dia ga paham napa klw etanol tuh bikin mesin cepet aus. bukan memperjelek BBM,dia ga paham napa klw etanol tuh bikin mesin cepet aus bukan memperjelek bbm,dia tidak paham kenapa kalau etanol tuh bikin mesin cepat aus bukan memperjelek bbm,"['paham', 'etanol', 'tuh', 'bikin', 'mesin', 'cepat', 'aus', 'memperjelek', 'bbm']","['paham', 'etanol', 'tuh', 'bikin', 'mesin', 'cepat', 'aus', 'jelek', 'bbm']",paham etanol tuh bikin mesin cepat aus jelek bbm
Fri Oct 31 08:56:38 +0000 2025,3302288761,bbm + etanol ini udah sah rilis?,bbm etanol ini udah sah rilis,bbm etanol ini sudah sah rilis,"['bbm', 'etanol', 'sah', 'rilis']","['bbm', 'etanol', 'sah', 'rilis']",bbm etanol sah rilis
